sl no,education,experience,industry,skills,jobtitle,clust
3345,537,1,7,29,8524,2
3346,675,108,13,35,9718,1
3347,1994,86,29,14,11223,3
3348,701,8,29,11,4990,1
3349,2018,85,29,28,14892,3
3350,701,87,32,10,2316,2
3351,718,86,29,36,1881,1
3352,675,120,29,36,1280,1
3353,44,104,29,14,5420,1
3354,44,101,29,14,5414,3
3355,831,3,29,25,1935,2
3356,2018,125,38,14,1954,1
3357,675,10,29,14,14877,1
3358,1665,11,5,6,3253,3
3359,1994,109,49,14,8668,1
3360,1994,112,31,14,12185,3
3361,675,88,29,14,177,0
3362,537,87,29,14,8314,3
3363,675,9,32,36,1263,4
3364,44,123,29,1,3688,1
3365,675,116,37,41,14521,3
3366,675,88,29,14,15148,4
3367,44,103,29,23,8637,3
3368,2014,101,29,24,10690,3
3369,1994,127,49,14,6320,1
3370,714,102,16,30,7361,0
3371,2014,12,29,14,9545,1
3372,1994,117,29,14,11835,4
3373,44,119,29,14,3990,1
3374,537,103,29,14,8313,1
3375,1994,85,49,14,7861,4
3376,168,10,37,36,2720,0
3377,675,88,29,36,10849,0
3378,675,19,54,29,9601,3
3379,2014,127,29,24,11674,2
3380,2018,107,29,14,2991,3
3381,44,8,16,17,13010,2
3382,44,101,29,14,6228,4
3383,537,86,28,36,766,4
3384,1994,109,29,14,11974,2
3385,2018,104,29,16,10692,4
3386,44,12,7,29,13670,1
3387,537,111,29,14,5866,3
3388,2018,102,56,13,12561,3
3389,675,127,50,40,4715,1
3390,1994,125,29,14,9392,1
3391,508,8,28,13,13302,3
3392,675,10,29,14,6237,3
3393,2018,86,29,14,11974,0
3394,701,8,8,36,10849,1
3395,2018,2,29,14,12299,4
3396,675,112,29,14,8710,3
3397,44,118,29,23,31,4
3398,675,136,32,14,12157,1
3399,675,123,29,29,9229,1
3400,70,111,7,14,803,1
3401,1641,86,45,36,11937,0
3402,701,109,29,36,1807,3
3403,44,102,29,14,14333,1
3404,537,3,29,11,13387,3
3405,44,102,29,14,5923,3
3406,44,110,29,14,7108,3
3407,2018,86,29,14,2403,1
3408,44,104,29,23,826,1
3409,701,101,29,38,8083,1
3410,44,9,29,14,3076,2
3411,701,86,8,10,12777,1
3412,675,136,29,14,6195,1
3413,2018,85,29,14,3531,2
3414,1994,123,38,14,13565,4
3415,675,88,16,14,12185,3
3416,2013,118,29,14,12660,3
3417,1994,119,29,14,11729,4
3418,1988,88,29,22,5615,0
3419,537,88,29,14,14238,3
3420,701,86,54,36,10911,4
3421,44,120,29,14,12365,3
3422,44,88,13,7,4152,3
3423,1994,86,29,14,12185,4
3424,44,101,29,14,14693,3
3425,262,119,29,14,3116,1
3426,1994,120,49,14,2401,3
3427,2018,108,29,14,13977,4
3428,675,127,29,14,6341,1
3429,537,9,7,11,8365,3
3430,675,88,16,42,2805,3
3431,44,104,29,23,12363,4
3432,1988,133,48,38,11349,3
3433,1994,108,29,14,6116,4
3434,70,5,7,29,2211,1
3435,701,86,29,11,5029,1
3436,2014,84,29,22,10762,3
3437,714,10,29,32,7614,1
3438,675,88,7,29,13672,3
3439,44,5,7,29,4754,3
3440,1994,88,29,26,4639,2
3442,44,110,29,14,5419,3
3443,701,19,13,32,11586,4
3444,1994,116,52,17,9478,0
3445,44,5,7,29,4755,4
3446,2259,88,38,33,10038,0
3447,70,2,31,36,10849,3
3448,701,86,1,36,1807,0
3449,1604,132,18,8,3184,1
3451,675,120,54,14,13800,3
3452,2018,111,29,14,185,3
3453,675,112,29,14,12667,3
3454,1994,87,29,14,2987,4
3455,1994,108,31,14,12362,3
3456,1994,9,29,28,12212,1
3457,2014,118,29,16,5921,2
3458,1994,112,7,25,8185,4
3459,2018,86,29,18,497,3
3460,44,111,29,14,4861,0
3461,675,131,29,36,1863,1
3462,675,119,29,14,13590,1
3463,537,10,29,14,5332,3
3464,2018,86,29,14,1637,3
3465,70,101,29,14,14831,1
3466,675,112,29,14,9545,3
3467,2018,124,29,14,6845,0
3468,1994,12,8,14,8060,1
3469,537,101,29,14,1384,4
3470,675,120,29,36,1881,4
3471,675,88,29,36,10849,4
3472,44,115,12,36,10872,4
3473,701,9,29,11,14477,3
3474,1994,111,29,26,13294,4
3475,701,9,29,36,1807,1
3476,44,112,29,14,5363,3
3477,714,9,44,23,7100,4
3478,537,112,29,17,10422,1
3479,704,84,43,0,4370,3
3480,2018,102,29,14,15090,2
3481,1994,102,29,14,15284,4
3482,1994,111,29,14,10708,1
3483,44,1,29,11,14053,1
3484,2014,87,29,14,11826,3
3485,675,9,29,14,691,1
3486,2013,12,29,14,13343,3
3487,675,115,29,14,12908,2
3488,714,9,13,36,10777,1
3489,1994,88,42,14,3492,0
3490,2018,10,29,14,6237,3
3492,44,104,29,42,13924,4
3493,1994,123,49,14,11047,4
3494,701,12,29,36,1807,4
3495,168,4,43,36,7620,4
3496,714,86,58,12,10220,3
3497,976,108,29,0,12518,1
3498,701,125,16,36,1137,3
3499,701,88,29,36,5973,3
3500,714,84,29,29,9399,2
3501,675,88,29,14,15216,3
3502,537,88,29,14,14238,3
3504,1182,8,38,33,6689,3
3505,701,12,43,32,3383,1
3506,701,100,13,36,801,0
3507,1994,117,29,36,1845,0
3508,537,108,29,14,2638,3
3509,44,127,29,14,2101,1
3510,701,120,30,11,10433,4
3511,537,1,28,11,14043,3
3512,1994,111,29,24,11673,0
3513,701,87,49,11,2708,4
3514,675,19,16,29,10408,3
3515,44,104,16,42,268,4
3516,537,110,58,44,13497,0
3517,714,101,29,14,11184,1
3518,1994,112,31,14,13003,1
3519,714,88,29,14,11736,1
3520,548,5,49,11,4969,2
3521,1994,112,29,14,10318,3
3522,675,88,29,14,6206,3
3523,1994,104,29,24,13847,3
3524,44,103,29,14,14388,2
3525,675,119,45,32,7031,4
3526,2018,112,29,14,10297,3
3527,1172,120,29,22,10582,1
3528,675,104,32,14,12157,1
3529,1994,108,49,14,13233,4
3530,1994,88,29,14,11750,3
3531,44,117,29,23,2408,3
3532,425,8,7,29,11211,2
3533,701,135,29,23,7326,1
3534,665,108,29,23,13032,3
3535,714,107,29,24,9764,3
3536,675,9,29,29,2864,1
3537,1994,104,29,14,12098,4
3538,2018,86,29,21,132,1
3539,44,9,16,42,12091,4
3540,714,123,29,0,12827,2
3541,675,86,29,14,1651,1
3542,2013,108,29,14,11653,3
3543,44,86,50,36,1704,1
3544,2005,86,29,14,1734,3
3546,714,84,8,0,2488,4
3548,1994,104,30,32,7638,3
3549,1994,86,29,14,13215,3
3550,714,112,43,36,8889,3
3551,1994,102,29,14,9591,4
3552,2018,101,29,14,11325,3
3553,701,88,29,32,7642,2
3554,1994,102,29,18,9832,1
3555,1994,84,29,22,8071,2
3556,44,86,29,14,1172,2
3557,979,2,29,0,342,3
3558,537,5,49,11,4992,1
3559,2014,88,29,14,9538,4
3560,714,16,29,14,1507,4
3561,1988,8,29,14,3162,3
3562,714,2,29,29,13765,1
3563,1994,111,29,17,9590,3
3564,70,9,29,14,3276,4
3565,537,8,29,30,13704,2
3566,675,117,48,36,11242,4
3567,44,11,7,29,4753,1
3568,1994,127,29,17,12602,4
3569,1988,88,30,14,12784,3
3570,1994,108,29,14,1845,3
3571,2018,9,29,22,3030,2
3572,675,103,29,14,11057,0
3573,1994,111,29,14,11974,3
3574,714,111,29,17,11699,1
3575,537,12,38,36,8448,3
3576,714,88,29,14,9369,4
3577,44,24,30,36,10918,2
3578,1994,111,29,14,9590,1
3579,44,19,29,14,40,1
3580,44,111,29,14,2299,4
3582,44,1,56,13,1508,2
3583,2214,111,36,31,4007,2
3584,1994,17,13,35,12674,1
3585,44,104,29,24,15025,1
3586,714,113,54,24,14376,3
3587,1182,108,38,33,2196,3
3588,701,133,29,29,13928,3
3589,831,101,29,29,12592,0
3590,44,119,8,36,1927,1
3591,44,120,29,14,14384,3
3592,701,123,16,29,7419,2
3593,1994,101,29,14,10677,1
3594,675,88,16,36,1151,4
3595,675,116,29,6,12871,4
3596,701,135,49,36,10013,3
3597,44,104,8,10,14288,2
3599,2013,86,29,27,15153,3
3600,1994,3,29,23,4656,1
3601,714,84,29,32,3383,4
3602,2151,84,30,36,10793,3
3603,1994,1,29,24,3864,4
3604,675,2,34,32,1734,3
3605,675,88,49,36,7614,4
3606,675,88,37,32,7957,4
3607,831,108,29,36,1845,4
3608,2018,86,29,14,1716,4
3609,44,2,7,29,5787,3
3610,44,103,29,14,3112,4
3611,2018,84,29,5,7976,3
3612,675,84,29,11,3499,3
3613,675,1,29,14,6206,1
3614,352,8,44,36,13807,1
3615,44,3,49,11,8488,3
3616,1994,120,29,14,11893,4
3617,1994,101,29,14,12185,1
3618,2018,84,29,29,8855,3
3619,704,19,8,10,9973,4
3620,2000,86,54,14,7983,4
3621,2018,101,29,14,12618,3
3622,2018,86,29,14,13737,1
3623,701,117,29,32,15251,3
3624,718,16,8,36,1672,1
3625,262,12,31,29,6376,1
3626,44,104,29,14,9711,3
3627,44,108,29,14,13371,0
3628,1994,19,29,14,15267,1
3630,714,101,29,14,12618,0
3631,2018,86,32,28,12168,1
3632,44,110,29,11,5068,4
3633,718,85,8,36,13525,2
3634,44,118,29,14,205,1
3635,2018,86,29,14,1112,3
3636,1994,102,29,14,14693,3
3637,718,123,8,10,10745,3
3638,2018,86,29,14,1090,1
3639,718,136,15,10,13212,3
3640,44,142,29,14,2559,3
3641,979,1,8,0,1099,1
3642,962,102,8,0,6143,0
3643,718,2,29,36,1807,3
3644,46,5,13,35,4510,1
3645,600,110,58,12,4239,3
3646,358,5,7,29,14791,3
3647,1557,88,5,6,2014,1
3648,537,116,29,14,6452,3
3649,537,24,29,14,14311,1
3650,537,88,58,12,4535,3
3651,537,2,7,29,14040,1
3653,537,88,29,14,8262,1
3654,537,1,7,29,4527,3
3655,537,117,29,11,10237,0
3656,537,102,29,0,5625,3
3657,97,85,19,32,7262,4
3658,105,136,29,29,4396,1
3659,1247,116,28,14,6201,0
3661,1980,127,12,35,9425,3
3662,1636,136,5,36,7298,3
3663,537,136,13,36,1667,1
3665,537,102,29,14,4366,1
3666,72,10,48,36,11711,2
3667,537,104,7,29,3206,3
3668,70,2,29,36,3975,1
3669,1511,85,29,15,10296,3
3670,503,2,7,29,8521,2
3671,537,87,29,14,5764,3
3672,44,11,19,36,2717,3
3673,849,88,0,0,13098,3
3674,537,8,29,14,6316,1
3675,537,88,7,29,9754,1
3676,72,111,8,10,6399,1
3677,1629,0,13,40,3957,4
3678,44,136,8,29,2182,1
3679,601,9,29,14,569,2
3680,72,37,29,16,13541,4
3681,537,88,29,14,8254,1
3682,263,9,15,40,13146,2
3683,537,110,29,17,4932,3
3684,106,119,8,0,11186,3
3685,1321,0,29,23,8360,4
3686,676,104,49,36,10940,3
3687,537,119,29,14,8056,1
3688,474,3,42,38,6002,4
3689,537,112,29,14,5868,1
3690,498,85,9,36,1331,3
3691,70,86,8,36,8594,1
3692,2116,5,52,13,6394,1
3693,537,136,19,32,1305,4
3694,537,84,29,14,41,4
3695,1205,64,29,14,8833,1
3696,609,1,29,14,8356,3
3697,620,85,29,14,557,1
3698,537,120,8,36,8410,4
3699,537,5,7,29,8456,0
3700,263,124,12,25,10468,3
3702,2177,104,42,6,5117,3
3703,537,127,28,13,13035,2
3704,72,136,0,29,3351,4
3705,1201,30,42,6,8386,1
3706,1670,0,38,33,7747,3
3707,44,112,8,36,10920,3
3708,1247,116,28,14,6334,4
3709,263,12,19,36,8428,2
3710,70,10,28,13,14231,1
3711,46,8,49,11,14744,3
3712,537,5,13,11,7343,0
3713,70,101,29,28,161,4
3714,583,1,48,11,393,0
3715,72,9,48,29,6793,3
3716,637,10,19,38,7711,4
3717,70,42,29,27,9367,4
3719,70,136,8,14,5140,3
3720,46,112,29,14,8609,4
3721,537,4,58,0,11572,1
3722,2161,88,5,35,4099,3
3723,587,9,16,36,763,3
3724,1778,101,29,14,13444,1
3725,42,120,8,1,224,4
3726,537,120,29,29,2913,3
3727,168,10,32,36,1314,3
3728,537,119,29,14,8056,1
3729,262,11,56,36,8351,2
3730,537,4,8,32,3979,4
3731,46,5,30,35,3757,3
3732,1626,86,30,36,10829,3
3733,743,11,28,13,11911,3
3734,1321,64,60,35,3889,3
3735,169,102,29,25,2673,1
3736,169,101,8,1,513,3
3737,540,8,7,29,3124,3
3738,169,112,48,36,10974,1
3739,537,117,29,14,5790,2
3740,70,87,32,36,1273,3
3741,169,10,19,36,756,4
3743,537,111,31,36,1657,2
3744,531,111,29,14,6401,0
3745,1840,0,29,14,4925,3
3746,512,5,48,38,9573,0
3747,592,2,7,29,2896,3
3748,936,9,7,29,272,3
3749,606,119,29,14,2800,3
3750,1122,120,44,35,4088,1
3751,70,127,29,17,14317,3
3752,537,88,29,14,8260,0
3753,629,10,5,35,7699,1
3754,70,111,29,25,5850,3
3755,537,86,0,0,3986,3
3756,537,104,29,22,3332,1
3757,951,0,0,10,14792,2
3758,44,4,49,11,9949,1
3759,46,133,38,33,7266,4
3760,537,4,29,24,12288,4
3761,2106,107,30,36,11372,3
3762,1209,87,41,36,10836,3
3763,896,117,48,0,941,4
3764,1247,116,29,14,5817,3
3765,1209,5,5,14,2013,3
3766,1241,104,29,25,4929,3
3769,537,111,19,11,5758,2
3770,70,100,29,19,4024,1
3771,70,11,29,14,4245,1
3772,537,120,7,29,2913,1
3773,537,10,5,6,3234,4
3774,229,9,15,11,5008,3
3775,2274,1,7,29,14759,3
3777,537,86,38,33,3020,0
3778,740,104,29,14,13316,3
3779,683,87,29,14,8607,1
3780,72,135,0,10,223,1
3781,537,0,7,29,6374,4
3782,367,1,29,14,4916,3
3783,44,127,29,14,5724,1
3784,676,111,5,17,14203,1
3785,70,104,29,22,96,4
3786,70,86,29,14,5614,3
3787,540,2,7,29,2897,4
3788,537,5,30,0,6522,0
3790,70,131,8,36,10016,3
3791,640,127,5,40,3628,4
3792,72,136,7,32,11490,3
3793,537,84,29,14,817,3
3794,537,104,29,14,12930,4
3795,44,8,7,29,11160,1
3796,1456,112,60,6,9617,2
3797,262,5,7,29,10120,1
3798,44,12,49,11,14051,0
3799,263,1,29,14,13897,0
3800,1658,19,57,6,9804,3
3801,537,19,13,35,3452,4
3803,537,101,29,25,10196,3
3804,208,88,19,40,3618,3
3805,42,142,29,14,7922,1
3806,1200,104,29,14,5546,1
3807,263,22,7,29,7546,4
3808,537,4,53,35,9130,1
3809,635,64,17,6,3883,3
3810,667,120,29,14,6412,3
3811,1082,3,44,36,7788,3
3812,1843,123,28,22,2116,3
3813,537,107,29,14,6454,2
3814,537,109,29,5,13979,3
3816,537,88,29,36,1446,3
3817,42,85,29,14,557,3
3818,44,108,19,34,12716,3
3819,537,9,37,29,7823,0
3820,537,2,7,0,7824,2
3821,601,114,5,35,13492,1
3822,42,104,29,23,14642,2
3823,105,134,8,0,14544,3
3824,1670,0,38,33,7748,3
3825,537,1,7,29,3921,4
3826,62,102,15,36,10928,3
3827,582,86,7,11,13223,1
3828,46,3,16,42,14582,1
3829,42,127,29,14,8964,3
3830,72,109,29,21,11195,3
3831,537,12,49,11,14154,4
3832,537,88,29,14,8263,3
3833,70,86,31,36,10922,3
3834,1755,70,29,43,11336,3
3835,1629,19,29,6,13090,3
3836,537,103,46,14,5898,1
3837,537,4,44,40,8222,2
3838,1128,1,7,29,4949,3
3839,537,10,16,42,14838,3
3840,46,5,13,38,8288,4
3841,70,4,29,14,6206,1
3842,1452,120,30,35,8409,1
3843,169,37,1,32,4669,0
3844,537,5,5,35,6001,3
3845,1099,112,44,35,9785,4
3846,263,116,4,32,759,1
3847,537,4,8,36,7808,4
3848,263,9,28,13,14777,1
3849,1352,88,5,6,3845,0
3850,169,88,32,32,7189,4
3851,44,11,7,29,7076,4
3852,70,11,29,29,1529,4
3853,46,5,29,6,3770,1
3854,263,123,13,35,12768,3
3855,70,103,28,13,11814,4
3856,537,104,29,14,2421,4
3857,537,117,29,14,5703,4
3858,72,11,29,16,8699,4
3859,2091,19,5,35,913,1
3860,672,111,29,13,8614,1
3861,215,109,8,10,10059,3
3862,1225,118,5,6,11298,1
3863,70,133,13,0,321,2
3864,1727,0,29,14,4642,4
3865,70,12,37,36,5256,4
3866,1640,116,42,6,13744,4
3867,2068,112,58,12,10998,4
3868,383,5,5,35,3746,2
3869,556,112,0,0,7547,2
3870,537,88,29,14,8255,3
3871,1404,0,29,14,4928,1
3872,537,12,5,35,9417,1
3873,537,108,29,14,13303,1
3874,127,116,30,0,1260,4
3875,1583,116,17,36,987,4
3876,46,86,29,14,4017,3
3877,537,120,29,22,5751,3
3878,46,112,29,26,13304,0
3879,537,110,29,14,13500,1
3880,1206,101,29,16,12117,4
3881,44,111,29,14,4913,3
3882,70,9,29,5,13981,3
3883,1656,11,5,6,9942,4
3884,537,116,29,14,8959,3
3885,537,3,24,9,14633,3
3886,1962,112,44,35,4087,1
3887,537,87,29,14,2165,4
3888,385,24,28,15,9605,3
3889,1241,117,29,25,4931,3
3890,537,5,8,36,10848,3
3891,537,110,29,14,8462,4
3892,537,3,5,6,3755,3
3893,675,112,19,10,6426,1
3894,70,11,32,32,8398,1
3895,537,88,7,29,8413,0
3896,537,101,29,14,12613,1
3897,228,119,20,11,7427,4
3898,44,104,5,11,4100,1
3899,537,111,56,36,482,3
3900,537,104,29,14,1755,2
3901,537,111,29,14,8593,1
3902,537,104,29,14,6407,1
3903,928,9,42,0,13900,4
3904,46,37,29,25,13547,4
3905,537,104,29,28,8630,1
3906,600,19,58,12,8569,1
3907,1225,10,29,21,5477,0
3908,230,1,29,11,4992,0
3909,46,2,5,11,8270,3
3910,70,127,29,16,14493,4
3911,537,127,29,14,14262,3
3912,671,111,29,14,11144,3
3913,537,5,7,29,2854,4
3914,1966,3,30,36,10829,4
3915,537,86,0,0,306,2
3916,676,101,8,10,14783,1
3917,1060,0,29,29,7820,1
3918,537,68,28,23,12559,4
3919,537,108,29,17,5739,3
3920,45,123,29,14,8650,3
3921,1799,102,29,16,1474,3
3922,671,104,29,14,8666,3
3923,42,2,29,29,14740,4
3924,46,136,29,14,6271,2
3925,537,127,28,13,13026,3
3926,68,11,29,36,12359,3
3927,2098,123,17,36,987,2
3928,537,11,58,36,1832,0
3929,537,4,13,38,12013,4
3930,72,87,16,36,15082,3
3931,2080,110,29,6,2318,3
3932,852,20,19,0,11485,3
3933,498,104,58,12,2845,0
3934,390,5,29,14,5125,4
3935,44,2,29,36,1835,1
3936,44,117,29,14,5596,0
3937,2179,5,29,0,1530,2
3939,1943,127,0,6,12523,1
3940,650,112,58,12,10243,3
3941,46,1,28,13,5735,1
3942,537,108,29,14,13214,3
3943,276,12,58,44,5459,1
3944,2119,85,58,12,4241,4
3945,70,88,29,14,13614,4
3946,537,104,29,14,14411,4
3947,537,87,29,14,12185,4
3948,946,2,29,11,4992,3
3949,2123,86,5,35,13877,2
3950,537,101,29,14,14223,3
3951,660,110,29,14,8478,1
3952,70,4,29,24,12334,4
3953,537,135,29,14,8640,3
3954,44,5,5,36,2228,4
3955,2177,1,52,35,3397,1
3956,537,1,29,14,4919,3
3957,74,51,50,11,4667,4
3958,44,108,19,40,11889,4
3959,670,5,32,36,1884,4
3960,72,104,56,0,101,2
3961,265,3,7,29,3122,3
3962,951,0,0,10,14793,2
3963,46,87,19,36,11713,3
3965,1102,24,25,6,9827,1
3966,869,101,0,0,8353,3
3967,42,88,7,29,7043,3
3968,46,111,29,28,13598,1
3969,42,124,29,23,13469,4
3970,167,111,5,32,1698,3
3971,1663,40,5,40,3617,3
3972,1450,0,13,38,2330,1
3974,777,5,46,30,13911,1
3975,2187,135,0,0,3216,3
3976,841,3,0,0,344,3
3977,1865,100,29,30,13699,4
3978,537,116,7,10,1685,1
3979,890,120,8,29,1103,0
3980,1379,104,29,14,14742,0
3981,537,120,29,14,3863,3
3982,537,118,58,36,10911,3
3983,46,9,19,32,1807,3
3984,383,5,48,38,9573,3
3985,537,107,29,22,13253,4
3986,591,112,16,42,10742,4
3987,537,5,29,14,14919,1
3988,537,9,5,36,10854,3
3989,1515,24,29,14,14181,3
3990,70,88,29,14,11282,1
3991,106,136,0,0,3818,1
3992,537,4,13,38,2326,3
3993,728,104,29,14,4219,3
3994,169,126,38,36,9984,3
3995,403,110,29,14,12946,1
3996,262,110,29,21,12614,3
3997,1559,5,13,35,2325,0
3998,72,24,13,36,10948,0
3999,537,88,29,14,8259,3
4000,70,4,49,11,9947,3
4001,56,11,7,11,432,3
4002,262,5,52,35,3764,3
4003,109,101,8,1,8943,0
4004,46,110,29,14,11790,3
4005,263,88,29,14,14179,4
4006,2121,119,29,35,7704,1
4007,70,58,29,36,11800,3
4008,44,135,44,36,9969,1
4009,2080,112,13,6,9091,4
4010,537,109,29,14,2925,3
4011,599,1,44,35,2260,1
4012,266,11,49,11,5780,3
4013,537,112,30,40,1268,4
4014,1286,1,13,11,4971,4
4015,44,8,16,42,6968,1
4016,54,133,13,36,939,2
4017,70,42,28,29,9804,3
4018,57,29,48,36,10974,4
4019,44,88,50,32,3371,1
4020,537,4,13,38,4497,2
4021,70,88,7,29,9753,0
4022,764,2,29,14,4568,4
4023,72,116,15,36,1304,0
4024,649,104,40,42,13415,3
4025,42,5,7,29,14066,1
4027,382,5,30,35,7710,3
4029,58,88,29,14,5676,3
4030,1128,1,7,29,5461,3
4031,537,86,7,29,5769,1
4032,537,123,29,22,13448,3
4034,537,86,29,36,10802,3
4035,1056,0,7,29,4525,3
4036,537,120,29,14,9746,0
4037,537,3,30,35,7718,3
4038,382,5,30,35,3902,0
4039,1557,87,5,6,6456,3
4040,540,86,48,36,960,1
4041,537,8,29,14,5723,1
4042,46,86,29,36,4204,3
4043,2265,1,38,35,5699,1
4044,537,85,32,14,7132,1
4045,1666,11,5,6,3249,1
4046,246,1,49,11,9947,4
4047,1936,3,30,35,14817,3
4048,842,135,29,17,8748,2
4049,72,110,5,36,6622,1
4050,491,12,12,36,7614,1
4051,537,3,29,40,6940,3
4052,112,19,5,0,4382,2
4053,314,104,1,32,295,2
4055,537,10,29,25,14672,4
4056,169,126,0,11,11416,3
4057,2136,133,30,36,13812,1
4058,263,120,19,36,6607,3
4059,537,4,14,40,9636,1
4060,2063,1,31,33,5405,1
4061,46,133,29,14,11469,3
4062,311,111,8,10,9195,1
4063,1047,0,38,33,14811,1
4064,537,22,29,14,14260,3
4065,44,104,5,36,7417,1
4066,537,8,7,29,2906,2
4067,2107,5,17,38,6393,1
4068,408,103,29,14,11101,1
4069,46,103,29,22,5953,3
4070,68,103,29,14,6126,3
4071,1241,104,29,25,4930,2
4072,1336,119,28,14,3149,1
4073,485,0,7,29,7825,4
4074,46,104,50,36,4453,3
4075,263,104,15,36,7674,3
4076,854,21,5,0,360,1
4077,1224,135,29,14,730,1
4078,1321,118,5,40,12630,3
4079,537,10,8,29,10644,4
4080,1722,120,42,6,6770,3
4082,46,111,50,0,3623,2
4083,537,135,7,11,9955,0
4084,70,111,60,36,11030,3
4085,72,9,7,29,3637,3
4086,44,116,29,24,13859,4
4087,42,4,7,29,5389,4
4088,1205,117,29,14,10704,1
4089,537,104,20,29,14339,4
4090,2181,10,38,32,1702,3
4091,540,2,29,14,13678,3
4092,537,11,7,29,12042,1
4093,537,88,1,32,2667,0
4094,671,88,29,14,5549,3
4095,537,88,29,14,7069,1
4097,537,86,11,36,108,0
4098,1047,0,38,33,6413,4
4099,70,84,29,14,12222,4
4100,72,2,8,36,1666,1
4101,46,8,48,35,5472,1
4102,1754,125,29,14,8080,0
4103,636,4,60,35,7697,3
4104,936,9,7,29,271,3
4106,672,111,29,13,8582,4
4109,537,5,16,42,9814,4
4110,150,111,29,18,8434,4
4111,1657,10,5,40,6100,1
4112,1053,1,53,8,14799,3
4113,537,5,7,29,14058,1
4114,537,127,30,35,8043,1
4115,509,87,5,40,4077,4
4116,537,4,13,14,2502,4
4117,1107,0,14,1,7164,3
4118,537,104,29,14,6912,4
4119,537,9,8,36,7375,2
4120,44,112,6,0,330,3
4121,2177,5,13,38,2531,4
4122,70,124,29,23,13803,0
4123,263,112,57,9,11600,3
4124,44,109,7,29,14784,2
4125,2188,112,44,35,3622,3
4126,585,1,7,29,5869,4
4127,848,3,0,0,10146,1
4128,537,0,7,29,5298,3
4129,1657,101,5,40,6099,3
4130,73,88,5,6,2296,3
4131,537,2,43,11,9895,1
4132,72,120,5,7,11120,4
4133,537,88,29,14,13862,3
4134,72,123,29,14,3142,1
4135,537,12,5,0,2243,0
4136,168,19,14,36,4741,3
4137,2179,120,0,0,1530,3
4138,1321,135,60,39,9115,0
4139,537,1,5,35,5700,3
4140,72,16,0,32,13887,4
4141,56,84,24,36,11244,4
4142,44,87,46,23,5859,3
4143,537,127,29,14,11621,3
4144,695,88,8,29,522,1
4145,1981,119,5,35,3859,4
4146,44,135,7,11,12540,3
4147,263,1,30,11,5070,1
4148,712,111,29,13,15009,3
4149,537,4,18,0,14191,1
4150,330,6,7,29,14753,4
4151,232,87,7,11,5052,3
4152,537,0,7,29,8327,3
4153,537,3,58,29,13788,1
4154,263,11,49,11,5725,2
4155,537,11,31,36,14852,0
4156,70,86,38,33,5852,3
4157,42,3,7,29,14227,4
4158,1934,123,42,6,5996,1
4159,72,127,28,13,15011,3
4160,2080,116,29,6,13743,3
4161,1225,104,5,6,12652,1
4162,537,12,8,36,14467,4
4163,361,86,29,14,10530,3
4164,537,102,29,14,6388,1
4165,381,120,28,6,2942,4
4166,537,1,7,29,14059,0
4167,1206,108,29,22,13875,3
4168,44,1,48,11,4965,1
4169,70,125,19,12,4746,0
4170,1267,84,24,14,8799,1
4171,72,104,11,36,6438,4
4172,620,85,29,14,9060,3
4173,72,127,28,22,2307,2
4174,44,1,7,29,13752,3
4175,479,40,28,18,10144,4
4176,1292,85,43,14,12185,4
4177,1567,5,5,35,7699,3
4178,537,1,7,29,3670,4
4179,531,112,19,36,10018,4
4180,647,3,5,35,3396,4
4181,70,118,29,25,2342,2
4182,1885,87,29,18,11351,1
4183,537,110,29,14,8469,3
4184,224,104,8,36,9196,4
4185,714,112,31,44,750,4
4186,72,86,8,36,10930,1
4187,1557,88,5,6,6447,2
4188,1567,120,5,35,7699,0
4189,46,87,0,0,8709,1
4190,537,56,29,14,12389,4
4191,537,5,8,0,4404,0
4192,112,8,0,0,5879,3
4193,537,0,29,14,5779,3
4194,1292,9,29,14,6385,4
4195,537,118,29,21,14127,1
4196,44,5,5,35,8565,3
4197,1404,112,28,14,8294,4
4198,70,86,20,11,14340,1
4199,1035,136,44,36,2721,1
4200,623,135,29,14,1209,4
4201,931,5,29,0,5371,4
4202,1352,88,5,6,3845,1
4203,1797,104,29,14,8,4
4205,537,16,29,14,3526,4
4206,537,111,31,36,11714,4
4207,46,86,19,36,757,3
4208,537,9,7,29,8361,3
4209,838,117,16,0,1326,3
4210,262,9,49,11,14785,3
4211,169,135,19,36,777,1
4212,1200,102,5,36,977,4
4213,572,112,14,36,1299,4
4214,537,85,29,10,2779,1
4215,537,24,29,14,14292,3
4216,537,102,29,14,6206,4
4217,70,1,29,11,411,3
4218,70,3,7,29,8303,1
4219,537,142,29,17,12009,3
4220,42,85,12,7,14738,4
4221,557,3,5,0,1999,1
4222,537,102,29,14,6319,1
4223,536,112,56,36,10015,4
4224,537,3,23,0,1422,1
4225,641,103,13,6,2012,3
4226,537,108,29,14,6957,3
4227,537,1,29,14,4904,4
4228,42,111,29,13,8580,4
4229,537,5,7,29,9283,3
4230,672,111,29,13,8583,1
4231,70,116,29,17,8864,3
4232,44,12,5,35,9437,4
4233,1464,8,29,23,8468,1
4234,46,102,46,29,14725,4
4235,46,100,29,14,6104,3
4236,2192,5,13,35,3749,3
4237,1205,116,29,14,12959,1
4238,537,88,28,36,5268,3
4239,1350,111,5,6,11078,3
4240,537,127,29,14,14247,1
